id,text,sentiment_original,sentiment_unified,dataset,dialect,sarcasm,source,split,paraphrase,paraphrase_model,paraphrase_temperature,random_seed
SENT_013379,"""#استهداف_النازحين_بحلب"".. جريمة حرب على مرأى ومسمع الجميع، متى يتحرك ضمير #العالم تجاه مأساة #السوريين ؟!!#أنقذوا_حلب#سوريا",negative,negative,ArSarcasm,msa,False,semeval,train,استهداف النازحين في حلب جريمة حرب سافرة تُرتكب أمام أعين العالم أجمع. إلى متى سيبقى ضمير العالم صامتاً تجاه مأساة السوريين؟ يجب التحرك فوراً لإنقاذ حلب وسوريا.,gemini-2.5-flash,0.7,42
SENT_015148,@AssalaOfficial تتر فلم فاست فاريوس 8 اغنية جزائرية بصوت جستن بيبر بعد النسخة سابقة دي جي سنايك قاصف جبهة… https://t.co/ytVZDNe1Fx,positive,positive,ArSarcasm,msa,False,semeval,train,تتر فيلم فاست آند فيوريوس 8، أغنية جزائرية بصوت جاستن بيبر، بعد النسخة السابقة لدي جي سنايك. قصف جبهة حقيقي!,gemini-2.5-flash,0.7,42
SENT_017389,100 يوم من فشل الانقلاب 200 دولة ترفضه 400 فندق اغلق 800 مصنع افلس 8000 شهيد 20000 معتقل 30000 مصاب 50000 مسجد,negative,negative,ArSarcasm,msa,False,astd,train,بعد مرور 100 يوم على فشل الانقلاب، تتضح آثاره الوخيمة التي شملت رفض 200 دولة له، وإغلاق 400 فندق، وإفلاس 800 مصنع. كما أسفر عن 8000 شهيد، و20000 معتقل، و30000 مصاب، فضلاً عن 50000 مسجد.,gemini-2.5-flash,0.7,42
SENT_019348,#ماذا_لو_المدارس_مختلطه أمنيات المنحرفين لن تتحقق ابداً ✋🏻,neutral,neutral,ArSarcasm,msa,False,semeval,test,ما يتطلع إليه أصحاب الأفكار المنحرفة لن يرى النور إطلاقاً.,gemini-2.5-flash,0.7,42
SENT_016003,RT @LibanCulture: وفعلها سعد رمضان وتحوّل إلى عريسٍ في ضيعته برجا@Saad_Ramadan https://t.co/N2SGUsAJTC https://t.co/kFsDij28fx,positive,positive,ArSarcasm,egypt,False,semeval,train,ها قد فعلها سعد رمضان! أصبح الآن عريساً في ضيعته برجا.,gemini-2.5-flash,0.7,42
SENT_014186,"فيديو/ الأتراك يتوافدون على معبر ""باب الهوى"" لإستقبال السوريين النازحين وتوزيع المساعدات عليهم https://t.co/iloCdcMTmi",positive,positive,ArSarcasm,msa,False,semeval,train,الأتراك يتوجهون بأعداد كبيرة إلى معبر باب الهوى لاستقبال النازحين السوريين وتقديم المساعدات لهم.,gemini-2.5-flash,0.7,42
SENT_010647,@_iRalbert ايه اقتباس من جستن بيبر الشاذ اةةة,negative,negative,ArSarcasm,egypt,True,semeval,train,أيه؟ اقتباس من جستن بيبر الشاذ؟ أوف!,gemini-2.5-flash,0.7,42
SENT_010074,"المجد لشهداء ""#محمد_محمود"" الذين سالت دماؤهم لتروي شجرة النضال …",negative,negative,ArSarcasm,egypt,False,astd,train,"العزّة لشهداء ""#محمد_محمود"" الذين ضحّوا بدمائهم لتُزهر شجرة النضال.",gemini-2.5-flash,0.7,42
SENT_016991,RT @FCBW_A7: إيمري كولاك (ديبورتيفو) : أردا توران مثل أخي و هو قدوة بالنسبة لي ، ميسي الأفضل و انا مُعجب به كثيراً,positive,positive,ArSarcasm,msa,False,semeval,train,إيمري كولاك (ديبورتيفو) صرح بأن أردا توران هو مثل أخيه وهو قدوته، وأنه يرى ميسي الأفضل ومعجب به جداً.,gemini-2.5-flash,0.7,42
SENT_015045,ديميكليس هذا مفترض لا يلعب ، صديق ميسي .موساتشيو ليس مدافع يسار ومايدانا وغاراي افضل،لا اعرف لماذا ميسي مستبعد غاراي.,neutral,neutral,ArSarcasm,msa,False,semeval,train,ديميكليس المفروض ما يلعبش، ده صاحب ميسي. موساتشيو مش ظهير أيسر، ومايدانا وغاراي أحسن بكتير. مش فاهم ليش ميسي مستبعد غاراي.,gemini-2.5-flash,0.7,42
SENT_014641,تتعانق الاخوات#حلب#بورما#غروزني#سربرنيتشا#غزةمع اختهم الكبرى #القدس في خدمة المصالح العليا للامة العربية والاسلامية,positive,positive,ArSarcasm,msa,False,semeval,train,تتوحد حلب، بورما، غروزني، سربرنيتشا، وغزة، كأخوات، مع القدس أختهن الكبرى، في سبيل تحقيق المصالح العليا للأمة العربية والإسلامية.,gemini-2.5-flash,0.7,42
SENT_013092,تطبيق إسلامي رائع حمله أكثر من 10 مليون مسلم !للتحميل #آندرويد:https://t.co/oyWmCx3nROللتحميل #آيفون:https://t.co/DlB0mNn8mp,positive,positive,ArSarcasm,msa,False,semeval,train,اكتشفوا تطبيقاً إسلامياً مميزاً تجاوز عدد مستخدميه 10 ملايين مسلم! لتحميله على #أندرويد: https://t.co/oyWmCx3nRO وللآيفون: https://t.co/DlB0mNn8mp,gemini-2.5-flash,0.7,42
SENT_012147,ڤالنتينو كيوت وناعم. الباقيين ما أخسر فيهم ريال قديم 😳تحديداً غوتشي ! ماهذا يا بيونسيه ؟ https://t.co/szjADT1gmR,negative,negative,ArSarcasm,gulf,False,semeval,train,ڤالنتينو كيوت وناعم. أما الباقيين، تحديداً غوتشي، فما يستاهلون أخسر فيهم ريال قديم 😳 وش هالشيء يا بيونسيه؟,gemini-2.5-flash,0.7,42
SENT_019804,الانقلابي جورج اسحق يشكو من تعسف الانقلاب انت لسه شفت حاجة بكره تبكى بدل الدموع دم وتقول ولا يوم من ايامك يا مرسي,negative,negative,ArSarcasm,egypt,True,astd,test,جورج اسحق، اللي أيد الانقلاب، بيشتكي دلوقتي من ظلم الانقلاب. لسه ماشفتش حاجة، بكره تبكي بدل الدموع دم، وتقول يا ريت يرجع يوم من أيامك يا مرسي.,gemini-2.5-flash,0.7,42
SENT_000564,#وسط_البلد رحلة إلى الجحيم ~,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,روحة وسط البلد جحيم.,gemini-2.5-flash,0.7,42
SENT_013762,وسائل الإعلام الصينية توجه تحذيرًا صارمًا لترامب #ترامب #الصين https://t.co/RJVNMkiSCj https://t.co/ria7mmh55V,negative,negative,ArSarcasm,msa,False,semeval,train,وجه الإعلام الصيني تحذيرًا شديد اللهجة إلى ترامب.,gemini-2.5-flash,0.7,42
SENT_017472,خطاب بوب ديلان إلى الأكاديمية السويدية بعد فوزه بنوبل | ترجمة أمير زكي | المنصة https://t.co/6BccohwlW4,neutral,neutral,ArSarcasm,msa,False,semeval,train,نص خطاب بوب ديلان الموجه إلى الأكاديمية السويدية عقب فوزه بجائزة نوبل، بترجمة أمير زكي، متاح على المنصة.,gemini-2.5-flash,0.7,42
SENT_005439,مرشحي الرئاسة يقترحون جدولا زمنيا تبدأ في انتخابات البرلمان في 28 نوفمبر 2011 على 3 مراحل ثم تليها انتخابات,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,يقترح مرشحو الرئاسة جدولا زمنيا يتضمن بدء انتخابات البرلمان في 28 نوفمبر 2011 على ثلاث مراحل، على أن تتبعها انتخابات.,gemini-2.5-flash,0.7,42
SENT_018176,بلجيكا تندد بمصادقة إسرائيل على بناء 98 وحدة بالضفة الغربية https://t.co/dZe9NuP5p5,negative,negative,ArSarcasm,msa,False,semeval,test,بلجيكا تستنكر موافقة إسرائيل على إقامة 98 وحدة بالضفة الغربية.,gemini-2.5-flash,0.7,42
SENT_013117,شكراً :),positive,positive,ArSarcasm,msa,False,astd,train,ألف شكر :),gemini-2.5-flash,0.7,42
SENT_018361,RT @mohamedghorab32: على طريقة الزمالك .. برشلونة 2x2 يستعد لغزو العالم https://t.co/On0zFi19YW,positive,positive,ArSarcasm,msa,False,semeval,test,برشلونة اتعادل 2-2. على طريقة الزمالك، خلاص هيغزوا العالم!,gemini-2.5-flash,0.7,42
SENT_011419,RT @bshaeir3: - دخل ضد تايلاند وتسبب ببلنتي الانتصار .- دخل ضد العراق وانقذ هدف محقق 100٪ .- دخل ضد الامارات و فك المباراة بصاروخية . ي…,neutral,neutral,ArSarcasm,msa,False,semeval,train,كل ما نزل، قلب الموازين. ضد تايلاند، جاب بلنتي الفوز. ضد العراق، أنقذ هدف كان محقق مية بالمية. وضد الإمارات، فك المباراة بتسديدة صاروخية حاسمة.,gemini-2.5-flash,0.7,42
SENT_008990,يتم توليد الطاقة الحديثة من 3 مصادر اساسية #المياة و #الرمال و #الهواء لذلك #أوقفوا_الفحم,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,تُنتج الطاقة الحديثة بالاعتماد على ثلاثة مصادر أساسية: الماء، الرمل، والهواء. لذلك، أوقفوا الفحم.,gemini-2.5-flash,0.7,42
SENT_008672,_: #معرض_الكتاب كتاب : المشوق إلى القراءة وطلب العلم لـ الشيخ _,POS,positive,ASTD,unknown,unknown,ASTD,full,#معرض_الكتاب يتوفر كتاب المشوق إلى القراءة وطلب العلم لـ الشيخ _,gemini-2.5-flash,0.7,42
SENT_007107,أثق في رؤيةأحمد سعيد وأعلم التزامه بمبادئه وأنا معجب بتصريحه أن الحزب يستطيع أن يكون حزب الأغلبيةوأتمنى فوزه في الانتخابات لتحقيق تلك الرؤية,POS,positive,ASTD,unknown,unknown,ASTD,full,أنا أثق كل الثقة في رؤية أحمد سعيد، ومدرك تماماً لالتزامه الراسخ بمبادئه. كما أنني شديد الإعجاب بتصريحه الجريء بأن الحزب قادر على أن يصبح حزب الأغلبية. ولذلك، أتمنى له كل التوفيق والفوز في الانتخابات ليتمكن من تحقيق هذه الرؤية الطموحة.,gemini-2.5-flash,0.7,42
SENT_018106,@Celebrities_Mag مـلـكـة الأرقـام #إلـيـسـا,positive,positive,ArSarcasm,msa,False,semeval,train,المتربعة على عرش الأرقام... إليسا.,gemini-2.5-flash,0.7,42
SENT_012761,يادين امي ع الحظ يعني أحمد الشيخ مش هيجي يوم الاحد مع المقاصة 😐😠,negative,negative,ArSarcasm,egypt,False,semeval,train,يا خراب حظي! يعني أحمد الشيخ مش هيلعب يوم الأحد مع المقاصة؟,gemini-2.5-flash,0.7,42
SENT_007362,#ارسنال #انتقالات,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,انتقالات أرسنال,gemini-2.5-flash,0.7,42
SENT_015991,@MoathDev @Fishisfast_AR معاذ .. اخوي تعامل مع مناوله ويمدحه ياخذون 20 ريال على الطلبيه ويتعاملون مع امازون فقط .. يمكن ينفع لك,positive,positive,ArSarcasm,gulf,False,semeval,train,يا معاذ، أخي جرب مناوله ويمدح تعاملهم. ياخذون 20 ريال على الطلبية، وما يتعاملون إلا مع أمازون. يمكن يفيدونك.,gemini-2.5-flash,0.7,42
SENT_012903,لا ترتبط بفتاة لا تجيد الطبخ فالحب لن يطبخ لك الغدانزار برياني(:😂#معرض_الكويت_الدولي_للكتاب,neutral,neutral,ArSarcasm,msa,False,semeval,train,نصيحة: لا ترتبط ببنت ما تعرف تطبخ، لأن الحب بروحه ما راح يسويلك غداك، ولا حتى برياني نزار! 😂,gemini-2.5-flash,0.7,42
SENT_018445,4 متصفحات مميزة لهواتف أندرويد - https://t.co/dLSAi4o8Nk https://t.co/291y4zB4VA,neutral,neutral,ArSarcasm,msa,False,semeval,test,إليكم 4 متصفحات أندرويد استثنائية.,gemini-2.5-flash,0.7,42
SENT_012838,#في_حاجة_صح ان الجيش المصرى قوى ومتماسك,positive,positive,ArSarcasm,egypt,False,astd,train,مفيش كلام إن الجيش المصري قوي ومتماسك.,gemini-2.5-flash,0.7,42
SENT_016199,@oceanazul80 او ارقام ص😂😂😂😂😂بابا رندفو او انه امثل علينا قدام الكاميرات انه ها شفوني 😂😂😂😂😂والله يا اوباما مخلغين اسنان هي اسوالف 😂😂😂😂😂,negative,negative,ArSarcasm,gulf,True,semeval,train,"هل هي أرقام وبس صح؟ يا أخي، هذا رندفو ولا تمثيل علينا قدام الكاميرات عشان يقول ""ها شوفوني""؟ والله يا أوباما، هالسوالف صارت مخلّعة أسنانها.",gemini-2.5-flash,0.7,42
SENT_019480,RT @saraalwd3any: @Mohamed__Othaim مررررهكنهم مسرحية خزلبه تافهه!اتوقع ان الانتخابات شكليةاوباما بيخلص رئاسته مافلح بشي!,negative,negative,ArSarcasm,levant,True,semeval,test,بالحيل كأنها تمثيلية سخيفة ومضللة! أحس إن الانتخابات مجرد واجهة، وأوباما قرب يخلص رئاسته وما نجح بأي شي.,gemini-2.5-flash,0.7,42
SENT_007750,ما الذي حدث في الإتحادية؟ سرد كامل بالفيديو و الأدلة,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,ما الذي جرى في الإتحادية؟ تفاصيل وافية مطلوبة، مرفقة بالفيديو والأدلة.,gemini-2.5-flash,0.7,42
SENT_009526,ال ع الشمال ده زييت #باسم_عودة الإرهابي أما ال ع اليمين ده زيت الإستقراااااااااااااااااااارررررررر #هز_ديلك …,NEG,negative,ASTD,unknown,unknown,ASTD,full,اللي على الشمال ده هو الإرهابي باسم عودة، أما اللي على اليمين ده فهو الاستقرار الحقيقي. هزوا ديلكم!,gemini-2.5-flash,0.7,42
SENT_007339,2009936 129 جميع أرقام #الأهلى #مصر في #دوري_أبطال_أفريقيا من البداية وحتى 2059,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,جميع أرقام وإحصائيات النادي الأهلي المصري في دوري أبطال أفريقيا، من بداية مشاركاته وحتى عام 2059.,gemini-2.5-flash,0.7,42
SENT_010108,"@NawalElZoghbi - ﺑﻴﻦ گُل "" ﻧِﻔﺲ ﻓﻴّﻨﻲ "" صُوتگگ"" #نوآل_آلزغبي #آغلى_آلحبآيب 💙💗💗😍❤ https://t.co/5eMN7CEmTx",positive,positive,ArSarcasm,egypt,False,semeval,train,بكل نفس فيني، صوتك مرافقني.,gemini-2.5-flash,0.7,42
SENT_016928,احمد الشيخ :- ياجدعان بوصولي جمبكو اهو انا اللي جبت الجون https://t.co/bj4G0qtRQ1,neutral,neutral,ArSarcasm,egypt,False,semeval,train,يا جدعان، بصوا لي، أنا جنبكم أهو، أنا اللي جبت الجون.,gemini-2.5-flash,0.7,42
SENT_014130,هل #الاخوان هم من سرقوا البلد وباعوا مؤسساتها وشركاتها وثرواتها للصهاينة؟هل عقدوا صلحا مع دولة الكيان الصهيوني؟هل خنقوا…,negative,negative,ArSarcasm,msa,True,astd,train,هل الإخوان هم من نهبوا ثروات البلاد وباعوا مؤسساتها وشركاتها للصهاينة؟ وهل هم من أقاموا صلحاً مع الكيان الصهيوني؟ وهل هم من خنقوا...,gemini-2.5-flash,0.7,42
SENT_007196,شاهدوا في الحلقة 23 من برنامج: عُمر صانع حضارة، كيف كان التراحم الاجتماعي بينه وبين الناس سبباً في إقامة دولة,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,تابعوا الحلقة الثالثة والعشرين من برنامج 'عُمر صانع حضارة' لتكتشفوا الدور المحوري الذي لعبه التراحم الاجتماعي بينه وبين رعيته في تأسيس الدولة.,gemini-2.5-flash,0.7,42
SENT_010070,@Mohamed85146101 مبروك عليك ويندوز 10 .. ربنا يخلهوللللللك,negative,negative,ArSarcasm,egypt,True,semeval,train,ألف مبروك على ويندوز 10 يا بطل، وربنا يباركلك فيه ويجعله وش السعد عليك.,gemini-2.5-flash,0.7,42
SENT_003062,مخاوف المسلمين من الاخوان لا تقل عن مخاوف الأقباط ولولا تواطؤ الاخوان مع العسكري لما وصلنا الى هذه الورطة الطائفية قضت عليها الثورة نهائيا,NEG,negative,ASTD,unknown,unknown,ASTD,full,خوف المسلمين من الإخوان مبيقلش عن خوف الأقباط منهم، ولو ما كانش فيه تواطؤ من الإخوان مع العسكري، ما كناش دخلنا في الأزمة الطائفية دي اللي الثورة قضت عليها تماماً.,gemini-2.5-flash,0.7,42
SENT_009669,ثلاثين يونيو موجة ثورية ضد الفاشل مرسي والجماعة الكذابة ما أرفضه هو القمع والعقاب الجماعي كفاية كذب وخداع للنفس,NEG,negative,ASTD,unknown,unknown,ASTD,full,ثلاثين يونيو كانت انتفاضة ثورية ضد مرسي الفاشل والجماعة الكذابة. لكن اللي أرفضه هو القمع والعقاب الجماعي. كفاية بقى كذب وخداع للنفس.,gemini-2.5-flash,0.7,42
SENT_008538,"#ليه بنخاف من الموت و هو الحاجه الحقيقيه في الدنيا !""",POS,positive,ASTD,unknown,unknown,ASTD,full,ليه الخوف بيتملكنا من الموت، مع إنه الحقيقة الوحيدة اللي موجودة في دنيتنا؟,gemini-2.5-flash,0.7,42
SENT_013875,ما اسخف مطاردة الارهاب و هو في مجلس الأمن ! #لافروف,negative,negative,ArSarcasm,msa,True,semeval,train,إيه السخافة دي إننا نطارد الإرهاب وهو قاعد في مجلس الأمن!,gemini-2.5-flash,0.7,42
SENT_005338,تعرضت لكل هذا من معسكر أخر بعد قانون العزل وواجهته وفندت زيفه أرى نفسي في كتلة ثالثة ليست مع عودة النظام القديم ولا مع هيمنة فصيل واحد,NEG,negative,ASTD,unknown,unknown,ASTD,full,بعد قانون العزل، اتعرضت لحاجات كتير من طرف تاني، لكني واجهتهم وفندت زيف ادعاءاتهم. أنا شايف نفسي في تيار تالت، لا مع عودة النظام القديم ولا مع سيطرة فصيل واحد.,gemini-2.5-flash,0.7,42
SENT_006936,#إبراهيم_محلب هايدخل التاريخ وهايحل مشكلة سد النهضة وإبقو إفتكرو إن مدرستى#دى_لاسال قدمت هدية لمصر من أحد خريجيها الناجحين,POS,positive,ASTD,unknown,unknown,ASTD,full,إبراهيم محلب هيسجل اسمه في التاريخ لأنه هيحل مشكلة سد النهضة. وخليكم فاكرين إن مدرستي دي لاسال قدمت لمصر هدية قيمة، وهو واحد من خريجيها الناجحين.,gemini-2.5-flash,0.7,42
SENT_008509,هو ممكن ت #نزل_صلاح :( #ليلة_الابطال,NEG,negative,ASTD,unknown,unknown,ASTD,full,هو ممكن صلاح ينزل يلعب؟ :( دي ليلة الأبطال.,gemini-2.5-flash,0.7,42
SENT_005180,ضد الظلم مع باسم #ثورة_25_يناير #باسم_رئيسا_لمصر #انتخبوا_العرص,NEUTRAL,neutral,ASTD,unknown,unknown,ASTD,full,أنا ضد الظلم ومع باسم، يا ريت باسم يبقى رئيس مصر، مش العرص اللي بيطلبوا مننا ننتخبه ده.,gemini-2.5-flash,0.7,42
SENT_013849,ريجيني جديد؟ https://t.co/HaGWS4Br8M,neutral,neutral,ArSarcasm,msa,False,semeval,train,هل هذا ريجيني آخر؟,gemini-2.5-flash,0.7,42
SENT_002999,"المعنى الحقيقي للوطنية المعنى الحقيقي للضحكة الصافية #باسم""",POS,positive,ASTD,unknown,unknown,ASTD,full,باسم يجسّد المعنى الحقيقي للوطنية والضحكة الصافية.,gemini-2.5-flash,0.7,42
SENT_019792,12 مليون مصرى لم يدفعوا فاتورة الكهرباء الانقلاب ساقط اصبروا وثابروا واحشدوا واهتفوا سلميتنا سلاحنا,negative,negative,ArSarcasm,egypt,False,astd,test,12 مليون مصري ما دفعوش فاتورة الكهرباء. الانقلاب ساقط حتمًا. اصبروا وثابروا واحشدوا واهتفوا، سلميتنا هي سلاحنا.,gemini-2.5-flash,0.7,42
SENT_003927,#ﻓﻮﻟﻮﺭﺯ_ﺍﺳﻼﻣﻮﻓﻴﺘﺶ_ﺑﻴﻌﻤﻠﻮﺍ_ﻟﺒﻌﺾ_ﻓﻮﻟﻮ #ﻓﻮﻟﻮﺭﺯ_ﻋﻔﺮﻛﻮﺵ_ﺑﻴﻌﻤﻠﻮ_ﻓﻮﻟﻮ_ﻟﺒﻌﺾ #ﺍﻟﻤﺪﺭﻳﺪﺳﺘﺎ_ﺑﻴﻌﻤﻠﻮﺍ_ﻓﻮﻟﻮ_لبعض,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,فولورز إسلاموفيتش بيعملوا فولو لبعض، وفولورز عفركوش برضه بيعملوا لبعض فولو، والمدريديستا كمان بيعملوا فولو لبعض.,gemini-2.5-flash,0.7,42
SENT_017859,ياسين السويحة، عن عودة الحدود وسياساتها إلى مركز النقاش السياسي في الغرب https://t.co/vcwVwvpuAC#أوروبا #الولايات_المتحدة #دونالد_ترامب,neutral,neutral,ArSarcasm,msa,False,semeval,train,يناقش ياسين السويحة بروز ملف الحدود وسياساتها مجدداً في صلب الحوار السياسي الغربي.,gemini-2.5-flash,0.7,42
SENT_010906,انا عندي حنين ما بعرف لمين ..ليلي بيخطفني من بين السهرانين💔#فيروز,positive,positive,ArSarcasm,levant,False,semeval,train,أنا جواتي حنين ما بعرف لمين. وبالليل هالاحساس بيسحبني من وسط السهرانين.,gemini-2.5-flash,0.7,42
SENT_012542,شاهد .. مواجهات عنيفة بين #الجيش_السوري والجماعات المسلحة في #الشيخ_سعيد جنوب #حلبhttps://t.co/RaKvhtYXhy https://t.co/C7tLJa8f6u,neutral,neutral,ArSarcasm,msa,False,semeval,train,تشهد منطقة الشيخ سعيد جنوب حلب مواجهات ضارية بين الجيش السوري والفصائل المسلحة.,gemini-2.5-flash,0.7,42
SENT_008147,بسمة أمل - هدية لعودة الحب لحياتنا,POS,positive,ASTD,unknown,unknown,ASTD,full,ابتسامة أمل، هي الهدية التي تعيد الحب إلى حياتنا.,gemini-2.5-flash,0.7,42
SENT_007663,ممكن رئيس لسه جايب 51? من الأصوات في الإعادة ضد فل عليه بلاغات ممكن فجأة يلاقي 90? من نفس الشعب مؤيدين لديكتاتوريته؟,NEG,negative,ASTD,unknown,unknown,ASTD,full,يعني معقول رئيس يا دوب جاب 51% من الأصوات في الإعادة قدام واحد عليه بلاغات، فجأة يلاقي 90% من نفس الشعب مؤيدين لديكتاتوريته؟,gemini-2.5-flash,0.7,42
SENT_004510,تفاقم أزمة #أوكرانيا يهدد واردات #القمح إلى الدول العربية,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,تصاعد الأزمة في أوكرانيا يمثل تهديداً لوصول القمح إلى الدول العربية.,gemini-2.5-flash,0.7,42
SENT_017937,#اليمن .تعز...الانقلابين والعفشين .جرائم بتعز على المدنبن بلاسلحة الثفيلة اكثرمن مكن واكذكل القناصة لافرق بين... https://t.co/5P1zUGAvUr,neutral,neutral,ArSarcasm,msa,False,semeval,train,في تعز باليمن، يرتكب الانقلابيون والعفاشيون جرائم مروعة بحق المدنيين. يستخدمون الأسلحة الثقيلة والقناصة بشكل يفوق التصور، مستهدفين الجميع دون تمييز.,gemini-2.5-flash,0.7,42
SENT_011205,تجاهل مبارك للفقراء لم يكن نابعا عن إهمال فقط وإنما فلسفة تقوم على احتقار الفقراء لأنهم فشلوا فى الثراء,negative,negative,ArSarcasm,msa,False,astd,train,إهمال مبارك للفقراء لم يكن مجرد تقصير، بل كان مبنيًا على نظرة احتقار لهم، لاعتقاده أنهم لم ينجحوا في تحقيق الثراء.,gemini-2.5-flash,0.7,42
SENT_012868,«#الناتو» مطمئن حيال #ترمب وأوباما يودع أوروبا بالاتفاق على التعاون https://t.co/a7H4PIuHHG#عكاظ https://t.co/pE52ybpQCw,neutral,neutral,ArSarcasm,msa,False,semeval,train,حلف الناتو يُبدي اطمئنانه حيال ترمب، بينما أوباما يودّع أوروبا بالتوصل لاتفاق تعاون.,gemini-2.5-flash,0.7,42
SENT_002063,نرفض تقييد حق الاعتصام وإعطاء سلطات مطلقة للأمن في منع التظاهر والمبالغة في العقوبات وتوسيع حرم منع التظاهر لا للقانون بصيغته الراهنة,NEG,negative,ASTD,unknown,unknown,ASTD,full,نرفض تقييد حق الاعتصام، ومنح الأمن صلاحيات مطلقة لمنع التظاهر، والمبالغة في فرض العقوبات، وتوسيع المساحات المحظورة للتظاهر. القانون بصيغته الراهنة مرفوض.,gemini-2.5-flash,0.7,42
SENT_017429,#أحلام و #عادل_امام و العوكش | قصف منتصف الجبهة | هتموت من #الضحكhttps://t.co/0slN8YHEK1,negative,negative,ArSarcasm,egypt,True,semeval,train,"أحلام وعادل إمام والعوكش في لقطة ""قصف جبهة"".. هتموت من الضحك!",gemini-2.5-flash,0.7,42
SENT_014626,اكثر صورة ضحكتني اليووم #ترامب #السعودية #Trump #Santa #Christmas #WhiteChristmas https://t.co/u31F4XTUjz,neutral,neutral,ArSarcasm,egypt,True,semeval,train,الصورة اللي موتتني ضحك اليوم.,gemini-2.5-flash,0.7,42
SENT_002376,د أبو الفتوح: أنا مشروعي يمثل كل الوطن لأن الرئيس القادم يجب أن يكون رئيسا لكل المصريين بمختلف مرجعياتهم وافكارهم,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,د أبو الفتوح: مشروعي بيمثل مصر كلها، وده لأن الرئيس اللي هييجي لازم يكون رئيس لكل المصريين على اختلاف مرجعياتهم وأفكارهم.,gemini-2.5-flash,0.7,42
SENT_009634,بسمة أمل جديدة مع لذة العطاء,POS,positive,ASTD,unknown,unknown,ASTD,full,تتجدد بسمة الأمل مع متعة العطاء.,gemini-2.5-flash,0.7,42
SENT_004273,شاهد - آخر كلام: لم يعد مجدياً أي حديث مع بشار,NEG,negative,ASTD,unknown,unknown,ASTD,full,شاهد - كلمة أخيرة: الكلام مع بشار لم يعد يجدي نفعاً.,gemini-2.5-flash,0.7,42
SENT_004601,مشاهد من مسرح حكم الفرد الجزء الأول مقال اليوم في الشروق,OBJ,neutral,ASTD,unknown,unknown,ASTD,full,"نُشر اليوم في الشروق مقال بعنوان ""مشاهد من مسرح حكم الفرد الجزء الأول"".",gemini-2.5-flash,0.7,42
SENT_014661,#عيد_الأم #امي امي يا اجمل ما يبدأ بهِ يومي فَ سبحان من صنّع من دعواتكِ سعادةٌ لي لا تنتهي,positive,positive,ArSarcasm,msa,False,astd,train,أمي، أنتِ زينة بدايات أيامي. سبحان من جعل من دعواتكِ مصدر سعادةٍ لي لا تَنفد.,gemini-2.5-flash,0.7,42
SENT_012023,باااااااااااااااااطل ياولاد التيت :/ من مسيرة #المطرية #أنا_حازم #مرسي_رئيسي #ياخاين_ياسيسي #حتماً_سنعود,negative,negative,ArSarcasm,egypt,False,astd,train,باطلٌ هذا كله يا كلاب! من مسيرة المطرية نعلنها: نحن مع حازم ومرسي رئيسنا، والسيسي خائن. حتماً سنعود.,gemini-2.5-flash,0.7,42
SENT_019174,"RT @20fourMedia: #غوغل تُطلق حملة إعلانية ضخمة لهاتفها الجديد بيكسل""https://t.co/QtUma3Pzgh https://t.co/lMqtjEyOPw""",neutral,neutral,ArSarcasm,msa,False,semeval,test,غوغل تشن حملة دعائية كبرى لهاتفها بيكسل الجديد.,gemini-2.5-flash,0.7,42
